id,borought,type,latitude,longitude,price,rating
7632182,Manhattan,Private room,40.7438,-73.9781,90,regular
7632731,Manhattan,Entire home/apt,40.7874,-73.97381,600,very high
7632804,Brooklyn,Private room,40.67215,-73.94281,50,regular
7633154,Brooklyn,Entire home/apt,40.66307,-73.9834,195,regular
7633507,Manhattan,Entire home/apt,40.73866,-74.00537,200,regular
7634327,Manhattan,Entire home/apt,40.72178,-73.98212,250,regular
7636280,Manhattan,Entire home/apt,40.77865,-73.94858,175,regular
7636474,Brooklyn,Private room,40.7252,-73.95276,100,high
7636986,Queens,Entire home/apt,40.75215,-73.93913,150,regular
7637047,Manhattan,Entire home/apt,40.74559,-73.98325,175,regular
7637101,Manhattan,Private room,40.81033,-73.95897,150,high
7637112,Manhattan,Entire home/apt,40.75219,-73.97133,400,high
7637472,Manhattan,Private room,40.71959,-73.99604,99,regular
7637901,Queens,Private room,40.77648,-73.90987,70,regular
7638537,Queens,Private room,40.72929,-73.8574,48,regular
7643399,Brooklyn,Entire home/apt,40.65551,-73.94206,199,high
7643901,Manhattan,Private room,40.79317,-73.96956,90,regular
7644203,Brooklyn,Entire home/apt,40.67714,-73.9486,130,regular
7644505,Brooklyn,Entire home/apt,40.66393,-73.98728,300,high
7645359,Brooklyn,Entire home/apt,40.68864,-73.96759,175,regular
7646092,Brooklyn,Private room,40.71905,-73.94937,48,low
7646751,Brooklyn,Private room,40.72002,-73.96028,70,regular
7646832,Brooklyn,Entire home/apt,40.68458,-73.96332,380,very high
7647268,Brooklyn,Private room,40.63741,-74.00118,45,low
7647651,Brooklyn,Private room,40.67791,-74.0072,55,regular
7649693,Brooklyn,Private room,40.68847,-73.95634,32,low
7651418,Manhattan,Entire home/apt,40.71903,-73.9904,160,regular
7651459,Manhattan,Private room,40.7187,-74.00384,107,regular
7651474,Brooklyn,Entire home/apt,40.68248,-73.92811,155,regular
7651547,Manhattan,Entire home/apt,40.82206,-73.95234,275,high
7652181,Brooklyn,Private room,40.71242,-73.95009,80,high
7652877,Manhattan,Entire home/apt,40.77018,-73.95947,205,regular
7652929,Manhattan,Private room,40.78557,-73.97214,150,high
7652936,Brooklyn,Entire home/apt,40.67763,-74.00108,99,low
7654931,Brooklyn,Private room,40.6884,-73.9305,59,regular
7656308,Brooklyn,Private room,40.71256,-73.95695,45,low
7657879,Manhattan,Entire home/apt,40.74376,-74.00387,270,high
7659042,Brooklyn,Private room,40.70036,-73.91723,80,high
7660252,Queens,Entire home/apt,40.7655,-73.92169,150,regular
7660853,Brooklyn,Private room,40.65429,-73.94917,35,low
7661020,Manhattan,Entire home/apt,40.83436,-73.94735,99,low
7661218,Brooklyn,Entire home/apt,40.6799,-73.96416,150,regular
7661735,Manhattan,Entire home/apt,40.74036,-74.00416,190,regular
7662160,Brooklyn,Private room,40.67139,-73.94,50,regular
7662874,Manhattan,Entire home/apt,40.82883,-73.94468,79,low
7663043,Brooklyn,Entire home/apt,40.68716,-73.9243,199,high
7663262,Queens,Entire home/apt,40.76508,-73.90935,65,low
7663730,Brooklyn,Private room,40.69589,-73.93232,65,regular
7664062,Brooklyn,Private room,40.67034,-73.95848,75,regular
7664066,Brooklyn,Private room,40.6089,-73.97866,43,low
7664263,Manhattan,Entire home/apt,40.81541,-73.94149,130,low
7664343,Manhattan,Entire home/apt,40.72399,-73.98869,180,regular
7664594,Brooklyn,Private room,40.66016,-73.99813,60,regular
7664692,Brooklyn,Shared room,40.63574,-74.00329,33,regular
7664789,Queens,Private room,40.76205,-73.91379,45,low
7664863,Brooklyn,Private room,40.65933,-73.95931,65,regular
7664959,Brooklyn,Private room,40.5994,-73.95941,119,high
7665230,Brooklyn,Private room,40.64153,-74.01562,50,regular
7665764,Queens,Entire home/apt,40.73926,-73.92045,150,regular
7666157,Brooklyn,Private room,40.62713,-73.95221,150,very high
7669319,Brooklyn,Entire home/apt,40.67293,-73.96678,99,low
7670562,Queens,Private room,40.69604,-73.82449,50,regular
7673007,Brooklyn,Entire home/apt,40.73604,-73.95415,250,high
7675781,Queens,Private room,40.69463,-73.8261,50,regular
7675917,Manhattan,Private room,40.8403,-73.93833,50,low
7675994,Manhattan,Private room,40.73107,-73.98213,100,regular
7676933,Manhattan,Private room,40.80188,-73.96696,59,low
7677565,Manhattan,Private room,40.72338,-73.98239,80,regular
7677595,Brooklyn,Entire home/apt,40.67309,-73.96354,95,low
7678187,Brooklyn,Entire home/apt,40.68548,-73.94988,110,regular
7678453,Brooklyn,Private room,40.69025,-73.9303,60,regular
7678743,Brooklyn,Private room,40.67894,-74.0128,64,regular
7679094,Queens,Entire home/apt,40.77679,-73.9212,175,high
7679236,Queens,Entire home/apt,40.57215,-73.85822,350,very high
7679691,Manhattan,Private room,40.72014,-73.98498,80,regular
7679697,Manhattan,Entire home/apt,40.76377,-73.98786,200,regular
7679943,Brooklyn,Entire home/apt,40.65758,-73.97801,128,regular
7680504,Brooklyn,Entire home/apt,40.68001,-73.94971,150,regular
7680750,Brooklyn,Entire home/apt,40.68022,-73.92795,100,low
7685764,Manhattan,Entire home/apt,40.79387,-73.97136,300,high
7686940,Bronx,Private room,40.82417,-73.90156,95,high
7687937,Manhattan,Entire home/apt,40.72644,-73.98403,175,regular
7688481,Brooklyn,Entire home/apt,40.70442,-73.92484,220,high
7688839,Brooklyn,Entire home/apt,40.68732,-73.99245,147,regular
7689346,Manhattan,Private room,40.72811,-73.98453,95,regular
7689495,Brooklyn,Entire home/apt,40.68282,-73.99774,160,regular
7689651,Queens,Private room,40.68547,-73.78924,99,high
7691534,Manhattan,Entire home/apt,40.70803,-74.01735,200,regular
7692326,Brooklyn,Entire home/apt,40.66465,-73.95372,225,high
7692660,Bronx,Private room,40.81229,-73.88887,40,regular
7692701,Manhattan,Private room,40.80591,-73.95525,75,regular
7692870,Brooklyn,Private room,40.70841,-73.9539,120,high
7693040,Brooklyn,Entire home/apt,40.66542,-73.96062,110,regular
7693124,Manhattan,Private room,40.77368,-73.98704,60,low
7693424,Brooklyn,Private room,40.64588,-73.94961,100,high
7694064,Brooklyn,Private room,40.68443,-73.96737,77,regular
7694418,Manhattan,Entire home/apt,40.791,-73.96809,150,regular
7695043,Brooklyn,Entire home/apt,40.68589,-73.99102,160,regular
7695442,Manhattan,Private room,40.71796,-73.99032,58,low
7696314,Manhattan,Private room,40.75946,-73.99083,70,regular
7696645,Brooklyn,Entire home/apt,40.69855,-73.97595,215,high
7696654,Manhattan,Entire home/apt,40.81236,-73.94142,100,low
7696843,Brooklyn,Private room,40.71608,-73.95967,60,regular
7697161,Brooklyn,Entire home/apt,40.68665,-73.9922,125,regular
7697256,Manhattan,Private room,40.78506,-73.97723,130,high
7697425,Brooklyn,Private room,40.71119,-73.96471,99,high
7697504,Brooklyn,Entire home/apt,40.72831,-73.949,175,regular
7698593,Brooklyn,Entire home/apt,40.69351,-73.94011,200,high
7698619,Brooklyn,Private room,40.70939,-73.96758,85,high
7698722,Brooklyn,Entire home/apt,40.68599,-73.9394,99,low
7699037,Manhattan,Private room,40.85076,-73.93049,45,low
7699156,Manhattan,Entire home/apt,40.74751,-73.97676,190,regular
7699516,Manhattan,Entire home/apt,40.8508,-73.94004,112,low
7699542,Manhattan,Private room,40.76102,-73.96124,95,regular
7699703,Brooklyn,Private room,40.70005,-73.91882,65,regular
7700054,Brooklyn,Entire home/apt,40.68167,-73.99276,150,regular
7700185,Manhattan,Entire home/apt,40.81882,-73.9468,77,low
7700741,Manhattan,Private room,40.81406,-73.95282,69,regular
7707191,Manhattan,Private room,40.77484,-73.95726,80,regular
7707274,Manhattan,Entire home/apt,40.72448,-73.9895,175,regular
7708934,Brooklyn,Private room,40.69551,-73.95075,60,regular
7709293,Manhattan,Private room,40.82364,-73.95122,59,low
7710250,Manhattan,Private room,40.75669,-73.96411,90,regular
7710442,Brooklyn,Entire home/apt,40.72446,-73.94008,70,low
7710608,Manhattan,Entire home/apt,40.73351,-74.00454,350,high
7711161,Manhattan,Private room,40.71382,-73.99769,75,regular
7711451,Manhattan,Private room,40.71912,-73.99776,61,low
7711899,Manhattan,Shared room,40.84805,-73.94209,42,low
7712022,Manhattan,Entire home/apt,40.72276,-73.99314,350,high
7712750,Brooklyn,Private room,40.58851,-73.9558,45,low
7713509,Brooklyn,Private room,40.68405,-73.96681,75,regular
7714405,Queens,Entire home/apt,40.73726,-73.88065,150,regular
7714664,Brooklyn,Entire home/apt,40.66045,-73.89873,72,low
7715342,Brooklyn,Private room,40.6735,-73.93856,59,regular
7715344,Manhattan,Entire home/apt,40.79324,-73.94513,90,low
7716148,Brooklyn,Entire home/apt,40.6881,-73.99498,145,regular
7716322,Queens,Private room,40.74633,-73.91293,115,high
7716489,Brooklyn,Entire home/apt,40.71331,-73.96347,225,high
7717284,Brooklyn,Private room,40.67317,-73.95419,45,low
7717598,Brooklyn,Entire home/apt,40.67982,-73.91347,35,low
7717785,Manhattan,Entire home/apt,40.85159,-73.94036,150,regular
7718452,Brooklyn,Entire home/apt,40.68333,-73.99369,147,regular
7718995,Manhattan,Private room,40.77148,-73.98226,182,high
7724031,Manhattan,Private room,40.84687,-73.94004,110,regular
7724136,Manhattan,Private room,40.72092,-73.98849,85,regular
7724865,Manhattan,Private room,40.73999,-73.98122,175,high
7725030,Brooklyn,Entire home/apt,40.6867,-73.9621,250,high
7725042,Manhattan,Private room,40.80113,-73.96566,50,low
7725075,Queens,Private room,40.74229,-73.95427,70,regular
7725197,Brooklyn,Private room,40.68091,-73.94662,47,low
7725573,Manhattan,Private room,40.81469,-73.94887,75,regular
7725825,Queens,Entire home/apt,40.68792,-73.83752,79,low
7726296,Brooklyn,Entire home/apt,40.68927,-73.95277,115,regular
7727061,Queens,Private room,40.75818,-73.92679,35,low
7727644,Manhattan,Entire home/apt,40.76104,-73.9885,300,high
7727798,Brooklyn,Private room,40.69461,-73.93406,86,high
7728018,Manhattan,Entire home/apt,40.78502,-73.94763,189,regular
7728262,Brooklyn,Entire home/apt,40.69451,-73.94419,70,low
7728265,Brooklyn,Private room,40.68446,-73.95779,32,low
7728553,Brooklyn,Entire home/apt,40.67793,-73.99531,150,regular
7728860,Brooklyn,Entire home/apt,40.72674,-73.94004,159,regular
7729804,Brooklyn,Private room,40.67517,-73.94421,50,regular
7730160,Manhattan,Entire home/apt,40.75967,-73.98573,135,low
7730865,Manhattan,Private room,40.7459,-73.97607,170,high
7731215,Manhattan,Entire home/apt,40.76292,-73.99551,140,low
7731348,Manhattan,Entire home/apt,40.79433,-73.97333,175,regular
7733236,Queens,Private room,40.73678,-73.92437,55,regular
7733241,Brooklyn,Private room,40.71375,-73.94342,72,regular
7733315,Brooklyn,Entire home/apt,40.66983,-73.95332,198,regular
7733651,Brooklyn,Entire home/apt,40.68658,-73.9891,180,regular
7733862,Brooklyn,Entire home/apt,40.67757,-73.98195,200,high
7733896,Brooklyn,Private room,40.68242,-73.95016,220,very high
7734034,Queens,Entire home/apt,40.59029,-73.79032,125,regular
7734176,Manhattan,Entire home/apt,40.76444,-73.98592,300,high
7734670,Bronx,Private room,40.81387,-73.88797,37,low
7740527,Manhattan,Private room,40.8127,-73.95004,60,low
7741113,Brooklyn,Private room,40.65606,-73.95902,49,low
7742287,Queens,Private room,40.73331,-73.80811,55,regular
7742486,Brooklyn,Entire home/apt,40.67202,-73.98531,145,regular
7742889,Manhattan,Private room,40.86363,-73.93002,48,low
7743287,Brooklyn,Private room,40.67589,-73.9287,75,regular
7744239,Brooklyn,Entire home/apt,40.68229,-73.99369,200,high
7744805,Manhattan,Entire home/apt,40.80739,-73.94196,153,regular
7745375,Brooklyn,Private room,40.71278,-73.96292,69,regular
7745868,Brooklyn,Private room,40.7088,-73.93983,45,low
7746285,Brooklyn,Entire home/apt,40.7334,-73.95639,104,low
7746303,Manhattan,Entire home/apt,40.80872,-73.94228,150,regular
7746872,Manhattan,Entire home/apt,40.78824,-73.94687,195,regular
7747237,Manhattan,Private room,40.8098,-73.94443,90,regular
7748044,Queens,Private room,40.73607,-73.87981,60,regular
7748422,Brooklyn,Entire home/apt,40.68202,-73.96273,145,regular
7749069,Brooklyn,Entire home/apt,40.64346,-73.99814,120,regular
7749239,Brooklyn,Entire home/apt,40.7149,-73.95588,111,regular
7749367,Brooklyn,Entire home/apt,40.67621,-73.97238,140,regular
7749472,Manhattan,Private room,40.82453,-73.93952,60,low
7749763,Manhattan,Shared room,40.70993,-73.987,35,low
7749818,Manhattan,Private room,40.82312,-73.94539,93,regular
7750936,Brooklyn,Private room,40.69845,-73.93495,30,low
7754916,Brooklyn,Private room,40.69704,-73.94761,60,regular
7756711,Brooklyn,Entire home/apt,40.68266,-73.91819,99,low
7757549,Manhattan,Private room,40.74212,-73.99828,210,very high
7758577,Manhattan,Entire home/apt,40.74313,-73.99844,175,regular
7760204,Manhattan,Private room,40.86274,-73.92842,22,low
7760406,Manhattan,Entire home/apt,40.74336,-74.00278,200,regular
7760545,Queens,Entire home/apt,40.74494,-73.91513,120,regular
7760808,Manhattan,Entire home/apt,40.76352,-73.9777,319,high
7761394,Brooklyn,Private room,40.68647,-73.92494,45,low
7762201,Brooklyn,Entire home/apt,40.6831,-73.94962,99,low
7762374,Manhattan,Entire home/apt,40.82651,-73.94871,450,very high
7763203,Brooklyn,Private room,40.6857,-73.95595,89,high
7763869,Brooklyn,Private room,40.66026,-73.93992,65,regular
7764285,Brooklyn,Entire home/apt,40.71264,-73.94622,185,regular
7764516,Queens,Private room,40.78223,-73.80724,35,low
7768661,Manhattan,Entire home/apt,40.80328,-73.96898,238,regular
7769782,Brooklyn,Private room,40.68053,-73.90879,63,regular
7769946,Brooklyn,Entire home/apt,40.68504,-73.9696,150,regular
7770529,Manhattan,Entire home/apt,40.73162,-74.00928,180,regular
7770735,Queens,Private room,40.75421,-73.86435,75,high
7771170,Queens,Entire home/apt,40.74507,-73.90738,500,very high
7771351,Bronx,Private room,40.84423,-73.83602,59,regular
7771777,Manhattan,Private room,40.8061,-73.96641,90,regular
7772377,Brooklyn,Entire home/apt,40.68193,-73.97807,150,regular
7774167,Queens,Entire home/apt,40.58881,-73.81066,70,low
7774182,Queens,Entire home/apt,40.75743,-73.92366,289,very high
7774373,Manhattan,Entire home/apt,40.74327,-73.99848,245,regular
7774519,Brooklyn,Private room,40.69866,-73.92498,53,regular
7775128,Manhattan,Entire home/apt,40.74148,-74.00048,225,regular
7775431,Manhattan,Private room,40.78339,-73.95239,149,high
7775627,Manhattan,Entire home/apt,40.70689,-74.01451,160,regular
7775711,Brooklyn,Entire home/apt,40.69113,-73.9478,70,low
7775879,Brooklyn,Entire home/apt,40.69705,-73.97743,165,regular
7775924,Manhattan,Private room,40.74056,-73.98389,70,regular
7780335,Brooklyn,Entire home/apt,40.71607,-73.95352,150,regular
7782176,Brooklyn,Private room,40.69454,-73.94495,65,regular
7782340,Manhattan,Entire home/apt,40.79063,-73.97864,175,regular
7783855,Brooklyn,Entire home/apt,40.68528,-73.91573,175,regular
7784365,Queens,Private room,40.75255,-73.93654,90,high
7785582,Brooklyn,Private room,40.70068,-73.91621,40,low
7785952,Manhattan,Entire home/apt,40.7829,-73.94694,170,regular
7786903,Brooklyn,Private room,40.67195,-73.95535,70,regular
7787799,Brooklyn,Private room,40.70326,-73.91822,50,regular
7787983,Queens,Private room,40.68542,-73.7926,52,regular
7788438,Brooklyn,Private room,40.70249,-73.91904,47,low
7788565,Brooklyn,Private room,40.70468,-73.91935,47,low
7788880,Brooklyn,Private room,40.70387,-73.91665,47,low
7789152,Manhattan,Entire home/apt,40.71783,-73.98392,175,regular
7789213,Brooklyn,Private room,40.70233,-73.9175,47,low
7789346,Brooklyn,Private room,40.70619,-73.9191,47,low
7789408,Brooklyn,Private room,40.70468,-73.91683,47,low
7789606,Brooklyn,Entire home/apt,40.70153,-73.93064,200,high
7789678,Manhattan,Private room,40.81483,-73.9609,30,low
7789850,Brooklyn,Private room,40.67839,-73.95434,80,high
7790838,Manhattan,Entire home/apt,40.77357,-73.94729,142,regular
7790911,Brooklyn,Private room,40.60788,-73.98161,69,regular
7791635,Bronx,Private room,40.88001,-73.8345,62,regular
7791636,Bronx,Shared room,40.88211,-73.83625,45,regular
7796446,Manhattan,Entire home/apt,40.75194,-74.00468,300,high
7798327,Manhattan,Private room,40.72235,-73.98769,75,regular
7798542,Brooklyn,Entire home/apt,40.65474,-73.95448,80,low
7798930,Manhattan,Entire home/apt,40.79882,-73.96382,200,regular
7798935,Brooklyn,Entire home/apt,40.63219,-73.95835,90,low
7799045,Manhattan,Entire home/apt,40.80877,-73.94456,173,regular
7800079,Brooklyn,Entire home/apt,40.70694,-73.93246,100,low
7800835,Brooklyn,Entire home/apt,40.6808,-73.93092,160,regular
7800905,Brooklyn,Private room,40.71003,-73.96097,116,high
7801023,Brooklyn,Private room,40.65757,-73.95015,35,low
7801034,Manhattan,Entire home/apt,40.72077,-73.98551,160,regular
7801169,Manhattan,Entire home/apt,40.72822,-73.98639,150,regular
7801262,Manhattan,Entire home/apt,40.79996,-73.95485,104,low
7801783,Manhattan,Entire home/apt,40.72935,-73.98465,200,regular
7802086,Queens,Entire home/apt,40.74462,-73.95521,80,low
7802198,Manhattan,Entire home/apt,40.77059,-73.95686,150,regular
7803475,Manhattan,Entire home/apt,40.77849,-73.98527,374,high
7803828,Manhattan,Private room,40.83261,-73.94328,46,low
7804337,Brooklyn,Entire home/apt,40.71158,-73.94653,94,low
7805443,Manhattan,Private room,40.76294,-73.99248,92,regular
7806322,Brooklyn,Entire home/apt,40.67351,-73.89267,155,regular
7807146,Manhattan,Private room,40.78101,-73.98533,70,regular
7807454,Brooklyn,Entire home/apt,40.68671,-73.98541,75,low
7808266,Brooklyn,Entire home/apt,40.71225,-73.96246,150,regular
7808356,Manhattan,Entire home/apt,40.78086,-73.95029,130,low
7808565,Brooklyn,Private room,40.70497,-73.94194,75,regular
7808745,Manhattan,Private room,40.74111,-73.97959,70,regular
7809535,Brooklyn,Entire home/apt,40.68332,-73.96271,145,regular
7810109,Queens,Entire home/apt,40.70994,-73.90201,65,low
7814575,Brooklyn,Entire home/apt,40.67231,-73.98069,195,regular
7815865,Manhattan,Entire home/apt,40.76387,-73.98021,420,high
7816449,Manhattan,Entire home/apt,40.72219,-74.0014,500,very high
7817350,Manhattan,Private room,40.77441,-73.95692,100,regular
7818701,Brooklyn,Entire home/apt,40.68854,-73.97789,85,low
7819539,Brooklyn,Entire home/apt,40.64569,-73.94776,100,low
7819704,Brooklyn,Private room,40.68741,-73.92622,70,regular
7819706,Manhattan,Entire home/apt,40.7305,-73.98416,150,regular
7820423,Manhattan,Entire home/apt,40.73415,-73.99814,425,high
7820664,Manhattan,Entire home/apt,40.74221,-73.99822,490,very high
7820825,Manhattan,Private room,40.80689,-73.94784,70,regular
7821813,Brooklyn,Private room,40.72971,-73.95834,135,very high
7823121,Manhattan,Private room,40.80379,-73.96571,80,regular
7823396,Brooklyn,Entire home/apt,40.66443,-73.94822,90,low
7823495,Manhattan,Entire home/apt,40.7414,-73.99815,800,very high
7823546,Brooklyn,Private room,40.70866,-73.94122,70,regular
7824018,Manhattan,Private room,40.76222,-73.99088,100,regular
7824945,Manhattan,Private room,40.80111,-73.96539,75,regular
7826033,Manhattan,Private room,40.83107,-73.9486,88,regular
7826411,Manhattan,Private room,40.72184,-73.9868,100,regular
7827616,Queens,Private room,40.76257,-73.91803,50,regular
7827908,Brooklyn,Private room,40.70126,-73.918,63,regular
7828204,Queens,Private room,40.74447,-73.92547,50,regular
7831486,Manhattan,Private room,40.70501,-74.01395,90,regular
7834712,Brooklyn,Entire home/apt,40.68237,-73.95257,85,low
7834733,Brooklyn,Private room,40.68096,-73.95902,69,regular
7834765,Brooklyn,Private room,40.69218,-73.96127,90,high
7835470,Brooklyn,Entire home/apt,40.6891,-73.93926,75,low
7835680,Manhattan,Entire home/apt,40.72966,-74.00234,150,regular
7835778,Brooklyn,Private room,40.64493,-73.97801,38,low
7836591,Brooklyn,Private room,40.70492,-73.93832,70,regular
7837347,Manhattan,Entire home/apt,40.81411,-73.96073,180,regular
7837583,Brooklyn,Private room,40.71621,-73.93984,65,regular
7837685,Brooklyn,Private room,40.66855,-73.92945,75,regular
7837816,Brooklyn,Private room,40.69695,-73.95951,60,regular
7837952,Manhattan,Entire home/apt,40.73947,-73.98593,221,regular
7838393,Brooklyn,Entire home/apt,40.70985,-73.96923,500,very high
7838854,Manhattan,Entire home/apt,40.78718,-73.97521,150,regular
7839096,Manhattan,Entire home/apt,40.74926,-73.98201,250,regular
7839972,Manhattan,Entire home/apt,40.74645,-73.9853,239,regular
7840953,Brooklyn,Entire home/apt,40.69588,-73.93944,105,regular
7841464,Brooklyn,Private room,40.71086,-73.96088,50,regular
7841904,Manhattan,Private room,40.74005,-74.00466,75,regular
7842116,Brooklyn,Private room,40.64362,-74.00046,55,regular
7842276,Brooklyn,Entire home/apt,40.68357,-73.98285,108,regular
7842671,Manhattan,Private room,40.72113,-73.99465,59,low
7843122,Manhattan,Entire home/apt,40.78128,-73.98184,149,regular
7843320,Brooklyn,Entire home/apt,40.70955,-73.95678,150,regular
7843582,Brooklyn,Entire home/apt,40.67042,-73.95677,119,regular
7843604,Manhattan,Entire home/apt,40.80755,-73.95104,100,low
7843696,Manhattan,Private room,40.73363,-73.98545,79,regular
7843851,Brooklyn,Private room,40.67689,-73.94884,85,high
7844193,Brooklyn,Private room,40.67053,-73.95136,45,low
7850400,Manhattan,Entire home/apt,40.72147,-73.98733,295,high
7851047,Manhattan,Entire home/apt,40.7246,-73.98953,400,high
7851219,Brooklyn,Private room,40.71631,-73.96353,60,regular
7851753,Brooklyn,Private room,40.69565,-73.9711,90,high
7853110,Brooklyn,Private room,40.67986,-73.9945,60,regular
7853561,Manhattan,Entire home/apt,40.73337,-73.98524,200,regular
7853584,Manhattan,Entire home/apt,40.81899,-73.94694,80,low
7854307,Brooklyn,Private room,40.71692,-73.96353,60,regular
7854999,Brooklyn,Private room,40.72555,-73.94846,50,regular
7856476,Staten Island,Private room,40.63878,-74.10636,69,regular
7856749,Brooklyn,Entire home/apt,40.68782,-73.98514,123,regular
7857040,Brooklyn,Private room,40.69457,-73.93889,36,low
7857185,Manhattan,Entire home/apt,40.75399,-73.96967,135,low
7858023,Manhattan,Entire home/apt,40.72316,-73.97706,400,high
7858096,Manhattan,Private room,40.7357,-73.98087,87,regular
7858468,Manhattan,Private room,40.76425,-73.99162,99,regular
7858532,Brooklyn,Private room,40.67082,-73.9278,55,regular
7858541,Manhattan,Entire home/apt,40.71987,-73.99436,225,regular
7858673,Brooklyn,Private room,40.71767,-73.96252,60,regular
7858741,Manhattan,Entire home/apt,40.73039,-74.00223,250,regular
7858824,Manhattan,Entire home/apt,40.75709,-73.96972,299,high
7859630,Brooklyn,Private room,40.6898,-73.92989,40,low
7859723,Manhattan,Entire home/apt,40.74453,-73.99988,120,low
7860155,Manhattan,Private room,40.76312,-73.96624,89,regular
7861113,Manhattan,Entire home/apt,40.80021,-73.96634,195,regular
7862762,Manhattan,Entire home/apt,40.70623,-74.0051,150,regular
7863289,Manhattan,Private room,40.75543,-73.99662,140,high
7864877,Manhattan,Entire home/apt,40.80156,-73.95128,240,regular
7866421,Brooklyn,Private room,40.68506,-73.93867,36,low
7867805,Manhattan,Entire home/apt,40.74086,-73.9803,67,low
7867890,Manhattan,Entire home/apt,40.80268,-73.969,140,low
7869449,Brooklyn,Private room,40.69994,-73.92176,50,regular
7869876,Bronx,Entire home/apt,40.80247,-73.91435,90,regular
7870258,Brooklyn,Private room,40.71755,-73.96419,60,regular
7870403,Queens,Entire home/apt,40.74365,-73.95377,138,regular
7870442,Manhattan,Entire home/apt,40.80049,-73.96064,96,low
7871818,Brooklyn,Private room,40.69533,-73.92053,109,high
7871858,Brooklyn,Entire home/apt,40.68439,-73.95231,135,regular
7871985,Queens,Entire home/apt,40.75793,-73.90959,58,low
7872172,Manhattan,Private room,40.79943,-73.968,65,low
7872617,Manhattan,Entire home/apt,40.84984,-73.94187,225,regular
7873524,Manhattan,Entire home/apt,40.80009,-73.95313,130,low
7873655,Brooklyn,Private room,40.71714,-73.96234,60,regular
7873893,Manhattan,Private room,40.70518,-74.0127,80,regular
7874958,Brooklyn,Entire home/apt,40.7167,-73.95272,210,high
7877599,Brooklyn,Entire home/apt,40.66921,-73.98813,275,high
7880998,Manhattan,Entire home/apt,40.74321,-73.98474,175,regular
7881023,Manhattan,Entire home/apt,40.7468,-74.00493,175,regular
7884731,Manhattan,Private room,40.84877,-73.93515,43,low
7884922,Manhattan,Entire home/apt,40.74716,-74.00047,250,regular
7885044,Brooklyn,Private room,40.71413,-73.95044,79,regular
7886308,Manhattan,Entire home/apt,40.73428,-73.98521,300,high
7886635,Brooklyn,Private room,40.71636,-73.96246,60,regular
7887966,Queens,Entire home/apt,40.75837,-73.91387,100,regular
7889596,Brooklyn,Private room,40.61391,-73.99128,79,regular
7891403,Brooklyn,Entire home/apt,40.6923,-73.97123,285,high
7893820,Brooklyn,Entire home/apt,40.71502,-73.96436,220,high
7894007,Queens,Private room,40.58875,-73.79109,200,very high
7894084,Manhattan,Entire home/apt,40.77391,-73.94816,100,low
7894907,Manhattan,Entire home/apt,40.72395,-73.98001,150,regular
7895157,Manhattan,Entire home/apt,40.76449,-73.9934,175,regular
7897229,Manhattan,Private room,40.777,-73.97708,180,high
7898302,Manhattan,Entire home/apt,40.78888,-73.97723,150,regular
7899605,Manhattan,Private room,40.82861,-73.94127,58,low
7899658,Manhattan,Entire home/apt,40.78938,-73.94679,140,low
7900119,Brooklyn,Private room,40.71058,-73.95191,80,high
7900437,Manhattan,Entire home/apt,40.75995,-73.98617,100,low
7900575,Manhattan,Entire home/apt,40.73519,-74.00642,200,regular
7900722,Brooklyn,Entire home/apt,40.71139,-73.94176,175,regular
7900908,Manhattan,Entire home/apt,40.73518,-73.98047,250,regular
7900957,Brooklyn,Private room,40.6869,-73.93074,74,regular
7901635,Brooklyn,Private room,40.71544,-73.96211,60,regular
7901715,Manhattan,Private room,40.80356,-73.95666,60,low
7901928,Queens,Private room,40.76281,-73.91554,60,regular
7902089,Manhattan,Entire home/apt,40.77098,-73.95965,150,regular
7902291,Manhattan,Private room,40.71449,-73.987,70,regular
7902556,Manhattan,Private room,40.70395,-74.00995,98,regular
7908355,Brooklyn,Private room,40.69143,-73.96079,108,high
7911249,Manhattan,Private room,40.71846,-73.98672,80,regular
7911437,Queens,Entire home/apt,40.72172,-73.8881,60,low
7911571,Brooklyn,Entire home/apt,40.70978,-73.95143,220,high
7911917,Manhattan,Entire home/apt,40.72578,-73.98236,140,low
7912513,Manhattan,Entire home/apt,40.7336,-73.99006,1200,very high
7912525,Brooklyn,Entire home/apt,40.67308,-73.96336,120,regular
7913426,Manhattan,Entire home/apt,40.75654,-73.98891,369,high
7913704,Manhattan,Private room,40.82457,-73.94984,42,low
7914369,Brooklyn,Entire home/apt,40.68372,-73.91994,120,regular
7914401,Manhattan,Private room,40.72686,-73.98743,69,regular
7915525,Brooklyn,Private room,40.68433,-73.95982,85,high
7915596,Brooklyn,Private room,40.69919,-73.93818,75,regular
7915831,Brooklyn,Private room,40.63982,-73.96634,1100,very high
7916103,Brooklyn,Private room,40.65508,-73.95689,60,regular
7916684,Manhattan,Private room,40.76328,-73.99347,160,high
7916802,Manhattan,Private room,40.7699,-73.98985,120,high
7917251,Manhattan,Entire home/apt,40.71909,-73.99028,95,low
7917755,Manhattan,Entire home/apt,40.72304,-73.97696,180,regular
7919094,Brooklyn,Entire home/apt,40.71122,-73.95663,170,regular
7919303,Brooklyn,Private room,40.70098,-73.92674,39,low
7919372,Brooklyn,Private room,40.67568,-73.95124,75,regular
7919636,Manhattan,Private room,40.7695,-73.95115,100,regular
