id,location,type,price,low_limit,quart_1,quart_3,high,price_rating
12282543,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12282916,Queens,Entire home/apt,165,10.0,90,168,285.0,Regular
12283602,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12283732,Brooklyn,Entire home/apt,159,0.0,105,199,340.0,Regular
12284280,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
12285861,Brooklyn,Entire home/apt,159,0.0,105,199,340.0,Regular
12286191,Manhattan,Private room,77,10.0,68,120,198.0,Regular
12286939,Brooklyn,Private room,49,5.0,50,80,125.0,Low
12287479,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
12287516,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12287838,Manhattan,Entire home/apt,359,0.0,142,259,434.5,High
12287938,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12290567,Brooklyn,Entire home/apt,40,0.0,105,199,340.0,Low
12292226,Manhattan,Entire home/apt,219,0.0,142,259,434.5,Regular
12292255,Brooklyn,Entire home/apt,189,0.0,105,199,340.0,Regular
12292409,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
12293900,Queens,Entire home/apt,96,10.0,90,168,285.0,Regular
12294008,Brooklyn,Entire home/apt,300,0.0,105,199,340.0,High
12294124,Queens,Private room,125,10.0,47,75,117.0,Very High
12296996,Brooklyn,Private room,150,5.0,50,80,125.0,Very High
12299794,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12300734,Manhattan,Private room,99,10.0,68,120,198.0,Regular
12301028,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12301489,Manhattan,Entire home/apt,198,0.0,142,259,434.5,Regular
12302170,Manhattan,Entire home/apt,350,0.0,142,259,434.5,High
12302429,Brooklyn,Entire home/apt,85,0.0,105,199,340.0,Low
12303877,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12304523,Brooklyn,Entire home/apt,80,0.0,105,199,340.0,Low
12304938,Manhattan,Entire home/apt,135,0.0,142,259,434.5,Low
12307809,Brooklyn,Entire home/apt,61,0.0,105,199,340.0,Low
12308695,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12309399,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
12309858,Manhattan,Private room,60,10.0,68,120,198.0,Low
12310495,Manhattan,Private room,75,10.0,68,120,198.0,Regular
12310556,Brooklyn,Entire home/apt,165,0.0,105,199,340.0,Regular
12311270,Brooklyn,Entire home/apt,112,0.0,105,199,340.0,Regular
12315833,Manhattan,Private room,69,10.0,68,120,198.0,Regular
12317276,Brooklyn,Private room,39,5.0,50,80,125.0,Low
12317903,Manhattan,Entire home/apt,239,0.0,142,259,434.5,Regular
12318497,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12318604,Manhattan,Private room,42,10.0,68,120,198.0,Low
12321473,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
12321626,Manhattan,Entire home/apt,194,0.0,142,259,434.5,Regular
12322066,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12322150,Brooklyn,Entire home/apt,130,0.0,105,199,340.0,Regular
12322923,Manhattan,Entire home/apt,165,0.0,142,259,434.5,Regular
12322999,Manhattan,Private room,70,10.0,68,120,198.0,Regular
12324203,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12324428,Brooklyn,Private room,40,5.0,50,80,125.0,Low
12324757,Brooklyn,Entire home/apt,205,0.0,105,199,340.0,High
12325036,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12325045,Manhattan,Entire home/apt,139,0.0,142,259,434.5,Low
12325291,Manhattan,Entire home/apt,339,0.0,142,259,434.5,High
12326402,Brooklyn,Entire home/apt,49,0.0,105,199,340.0,Low
12326470,Manhattan,Entire home/apt,190,0.0,142,259,434.5,Regular
12328112,Brooklyn,Entire home/apt,450,0.0,105,199,340.0,Very High
12332789,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12333456,Brooklyn,Entire home/apt,199,0.0,105,199,340.0,High
12333601,Brooklyn,Entire home/apt,55,0.0,105,199,340.0,Low
12335391,Brooklyn,Private room,33,5.0,50,80,125.0,Low
12336343,Brooklyn,Entire home/apt,149,0.0,105,199,340.0,Regular
12336668,Brooklyn,Private room,80,5.0,50,80,125.0,High
12337005,Brooklyn,Entire home/apt,120,0.0,105,199,340.0,Regular
12338559,Brooklyn,Private room,73,5.0,50,80,125.0,Regular
12339863,Manhattan,Entire home/apt,2500,0.0,142,259,434.5,Very High
12341856,Brooklyn,Private room,44,5.0,50,80,125.0,Low
12342004,Manhattan,Entire home/apt,105,0.0,142,259,434.5,Low
12342269,Manhattan,Private room,70,10.0,68,120,198.0,Regular
12342297,Manhattan,Private room,120,10.0,68,120,198.0,High
12342441,Brooklyn,Private room,57,5.0,50,80,125.0,Regular
12342876,Queens,Entire home/apt,120,10.0,90,168,285.0,Regular
12342979,Manhattan,Private room,100,10.0,68,120,198.0,Regular
12343098,Manhattan,Entire home/apt,525,0.0,142,259,434.5,Very High
12343127,Brooklyn,Private room,100,5.0,50,80,125.0,High
12343793,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12344255,Brooklyn,Entire home/apt,45,0.0,105,199,340.0,Low
12344391,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
12344456,Brooklyn,Entire home/apt,132,0.0,105,199,340.0,Regular
12344949,Manhattan,Entire home/apt,350,0.0,142,259,434.5,High
12345178,Queens,Private room,50,10.0,47,75,117.0,Regular
12345354,Manhattan,Private room,60,10.0,68,120,198.0,Low
12345615,Bronx,Private room,59,0.0,40,70,115.0,Regular
12345786,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12346131,Bronx,Entire home/apt,450,28.0,80,140,230.0,Very High
12346483,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12353119,Manhattan,Entire home/apt,359,0.0,142,259,434.5,High
12355067,Manhattan,Private room,200,10.0,68,120,198.0,Very High
12356709,Manhattan,Entire home/apt,120,0.0,142,259,434.5,Low
12356873,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
12358117,Brooklyn,Entire home/apt,436,0.0,105,199,340.0,Very High
12358120,Manhattan,Entire home/apt,249,0.0,142,259,434.5,Regular
12358495,Manhattan,Entire home/apt,300,0.0,142,259,434.5,High
12359146,Brooklyn,Entire home/apt,140,0.0,105,199,340.0,Regular
12360207,Brooklyn,Entire home/apt,170,0.0,105,199,340.0,Regular
12360254,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
12360322,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12360660,Manhattan,Private room,94,10.0,68,120,198.0,Regular
12362194,Manhattan,Entire home/apt,399,0.0,142,259,434.5,High
12363920,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12365206,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12365836,Queens,Private room,169,10.0,47,75,117.0,Very High
12366132,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12366226,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
12366408,Manhattan,Entire home/apt,220,0.0,142,259,434.5,Regular
12366762,Brooklyn,Entire home/apt,235,0.0,105,199,340.0,High
12367315,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
12367449,Queens,Private room,66,10.0,47,75,117.0,Regular
12367673,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12368099,Queens,Private room,40,10.0,47,75,117.0,Low
12368109,Queens,Private room,57,10.0,47,75,117.0,Regular
12370347,Brooklyn,Private room,48,5.0,50,80,125.0,Low
12375976,Manhattan,Entire home/apt,99,0.0,142,259,434.5,Low
12376365,Queens,Private room,40,10.0,47,75,117.0,Low
12377267,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
12379298,Manhattan,Private room,180,10.0,68,120,198.0,High
12380717,Manhattan,Entire home/apt,115,0.0,142,259,434.5,Low
12381255,Brooklyn,Private room,104,5.0,50,80,125.0,High
12381336,Brooklyn,Entire home/apt,325,0.0,105,199,340.0,High
12382140,Manhattan,Entire home/apt,299,0.0,142,259,434.5,High
12383041,Brooklyn,Private room,40,5.0,50,80,125.0,Low
12383067,Manhattan,Private room,89,10.0,68,120,198.0,Regular
12384862,Manhattan,Entire home/apt,100,0.0,142,259,434.5,Low
12385002,Queens,Entire home/apt,59,10.0,90,168,285.0,Low
12385794,Manhattan,Entire home/apt,300,0.0,142,259,434.5,High
12386361,Manhattan,Private room,65,10.0,68,120,198.0,Low
12386579,Manhattan,Private room,50,10.0,68,120,198.0,Low
12387018,Manhattan,Entire home/apt,120,0.0,142,259,434.5,Low
12387215,Manhattan,Private room,125,10.0,68,120,198.0,High
12387961,Brooklyn,Private room,80,5.0,50,80,125.0,High
12388091,Manhattan,Private room,56,10.0,68,120,198.0,Low
12388347,Manhattan,Entire home/apt,219,0.0,142,259,434.5,Regular
12388494,Manhattan,Entire home/apt,197,0.0,142,259,434.5,Regular
12389574,Brooklyn,Entire home/apt,260,0.0,105,199,340.0,High
12389931,Manhattan,Entire home/apt,115,0.0,142,259,434.5,Low
12390529,Bronx,Private room,75,0.0,40,70,115.0,High
12396603,Brooklyn,Private room,66,5.0,50,80,125.0,Regular
12397447,Queens,Private room,75,10.0,47,75,117.0,High
12398308,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
12400242,Queens,Entire home/apt,215,10.0,90,168,285.0,High
12403252,Manhattan,Entire home/apt,175,0.0,142,259,434.5,Regular
12403816,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
12404677,Brooklyn,Private room,80,5.0,50,80,125.0,High
12404679,Manhattan,Private room,359,10.0,68,120,198.0,Very High
12404734,Brooklyn,Private room,80,5.0,50,80,125.0,High
12404820,Brooklyn,Private room,935,5.0,50,80,125.0,Very High
12404998,Queens,Entire home/apt,120,10.0,90,168,285.0,Regular
12405814,Bronx,Entire home/apt,85,28.0,80,140,230.0,Regular
12406683,Brooklyn,Entire home/apt,100,0.0,105,199,340.0,Low
12406906,Brooklyn,Private room,64,5.0,50,80,125.0,Regular
12407244,Manhattan,Private room,75,10.0,68,120,198.0,Regular
12408850,Manhattan,Private room,62,10.0,68,120,198.0,Low
12409217,Manhattan,Entire home/apt,96,0.0,142,259,434.5,Low
12409364,Manhattan,Entire home/apt,350,0.0,142,259,434.5,High
12409508,Manhattan,Entire home/apt,100,0.0,142,259,434.5,Low
12410412,Brooklyn,Entire home/apt,290,0.0,105,199,340.0,High
12411380,Manhattan,Private room,50,10.0,68,120,198.0,Low
12411737,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12412900,Manhattan,Private room,81,10.0,68,120,198.0,Regular
12417189,Queens,Private room,70,10.0,47,75,117.0,Regular
12419487,Brooklyn,Private room,70,5.0,50,80,125.0,Regular
12420694,Manhattan,Private room,150,10.0,68,120,198.0,High
12420947,Brooklyn,Entire home/apt,95,0.0,105,199,340.0,Low
12421102,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12422277,Brooklyn,Entire home/apt,169,0.0,105,199,340.0,Regular
12422777,Brooklyn,Private room,25,5.0,50,80,125.0,Low
12422969,Manhattan,Entire home/apt,154,0.0,142,259,434.5,Regular
12423497,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
12423868,Manhattan,Entire home/apt,130,0.0,142,259,434.5,Low
12425266,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12425296,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
12426775,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
12426778,Brooklyn,Private room,150,5.0,50,80,125.0,Very High
12426957,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12427898,Brooklyn,Entire home/apt,199,0.0,105,199,340.0,High
12430126,Manhattan,Entire home/apt,290,0.0,142,259,434.5,High
12430153,Manhattan,Entire home/apt,85,0.0,142,259,434.5,Low
12431649,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12433088,Brooklyn,Entire home/apt,60,0.0,105,199,340.0,Low
12433302,Brooklyn,Entire home/apt,170,0.0,105,199,340.0,Regular
12433898,Queens,Private room,47,10.0,47,75,117.0,Regular
12434717,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
12443469,Manhattan,Entire home/apt,195,0.0,142,259,434.5,Regular
12445316,Manhattan,Entire home/apt,186,0.0,142,259,434.5,Regular
12445714,Manhattan,Entire home/apt,99,0.0,142,259,434.5,Low
12446494,Manhattan,Entire home/apt,155,0.0,142,259,434.5,Regular
12446548,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12447273,Brooklyn,Private room,100,5.0,50,80,125.0,High
12450591,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
12450817,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12451425,Manhattan,Entire home/apt,175,0.0,142,259,434.5,Regular
12452110,Manhattan,Entire home/apt,148,0.0,142,259,434.5,Regular
12453775,Manhattan,Private room,130,10.0,68,120,198.0,High
12454556,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12462634,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12464635,Brooklyn,Entire home/apt,285,0.0,105,199,340.0,High
12465732,Manhattan,Private room,70,10.0,68,120,198.0,Regular
12467421,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12468908,Brooklyn,Entire home/apt,155,0.0,105,199,340.0,Regular
12470877,Manhattan,Private room,82,10.0,68,120,198.0,Regular
12471447,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12472230,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12472883,Manhattan,Private room,150,10.0,68,120,198.0,High
12477280,Manhattan,Private room,159,10.0,68,120,198.0,High
12482870,Manhattan,Private room,38,10.0,68,120,198.0,Low
12485134,Manhattan,Entire home/apt,155,0.0,142,259,434.5,Regular
12485862,Brooklyn,Entire home/apt,184,0.0,105,199,340.0,Regular
12487909,Queens,Private room,65,10.0,47,75,117.0,Regular
12492242,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12492594,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12492941,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12493228,Manhattan,Private room,100,10.0,68,120,198.0,Regular
12493291,Queens,Private room,60,10.0,47,75,117.0,Regular
12494415,Manhattan,Entire home/apt,110,0.0,142,259,434.5,Low
12494870,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12495520,Manhattan,Entire home/apt,325,0.0,142,259,434.5,High
12495562,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
12495831,Manhattan,Entire home/apt,190,0.0,142,259,434.5,Regular
12495887,Brooklyn,Entire home/apt,119,0.0,105,199,340.0,Regular
12496037,Manhattan,Entire home/apt,650,0.0,142,259,434.5,Very High
12496118,Bronx,Entire home/apt,104,28.0,80,140,230.0,Regular
12497438,Manhattan,Entire home/apt,175,0.0,142,259,434.5,Regular
12497757,Brooklyn,Private room,190,5.0,50,80,125.0,Very High
12497783,Manhattan,Private room,40,10.0,68,120,198.0,Low
12502633,Brooklyn,Entire home/apt,100,0.0,105,199,340.0,Low
12504542,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12505852,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
12508552,Manhattan,Private room,85,10.0,68,120,198.0,Regular
12509350,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12511986,Manhattan,Private room,90,10.0,68,120,198.0,Regular
12513217,Manhattan,Private room,53,10.0,68,120,198.0,Low
12519042,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12519645,Manhattan,Private room,45,10.0,68,120,198.0,Low
12519757,Manhattan,Private room,110,10.0,68,120,198.0,Regular
12519774,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
12520066,Manhattan,Entire home/apt,6000,0.0,142,259,434.5,Very High
12521735,Queens,Private room,70,10.0,47,75,117.0,Regular
12522024,Manhattan,Entire home/apt,199,0.0,142,259,434.5,Regular
12523287,Queens,Private room,65,10.0,47,75,117.0,Regular
12532453,Brooklyn,Private room,95,5.0,50,80,125.0,High
12534110,Brooklyn,Private room,80,5.0,50,80,125.0,High
12535946,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12536976,Manhattan,Entire home/apt,274,0.0,142,259,434.5,High
12537157,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12537221,Brooklyn,Private room,105,5.0,50,80,125.0,High
12538440,Manhattan,Private room,45,10.0,68,120,198.0,Low
12539250,Manhattan,Private room,350,10.0,68,120,198.0,Very High
12539359,Manhattan,Private room,350,10.0,68,120,198.0,Very High
12542485,Manhattan,Entire home/apt,180,0.0,142,259,434.5,Regular
12542544,Manhattan,Entire home/apt,225,0.0,142,259,434.5,Regular
12542909,Queens,Entire home/apt,100,10.0,90,168,285.0,Regular
12543988,Brooklyn,Private room,1300,5.0,50,80,125.0,Very High
12545436,Manhattan,Private room,55,10.0,68,120,198.0,Low
12546799,Brooklyn,Entire home/apt,70,0.0,105,199,340.0,Low
12547169,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12547357,Brooklyn,Private room,67,5.0,50,80,125.0,Regular
12547481,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12549290,Manhattan,Private room,35,10.0,68,120,198.0,Low
12553612,Brooklyn,Private room,90,5.0,50,80,125.0,High
12554945,Manhattan,Private room,53,10.0,68,120,198.0,Low
12556300,Manhattan,Entire home/apt,300,0.0,142,259,434.5,High
12558102,Brooklyn,Entire home/apt,80,0.0,105,199,340.0,Low
12558307,Manhattan,Entire home/apt,299,0.0,142,259,434.5,High
12558745,Brooklyn,Private room,41,5.0,50,80,125.0,Low
12559933,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12560110,Queens,Entire home/apt,70,10.0,90,168,285.0,Low
12560137,Manhattan,Entire home/apt,500,0.0,142,259,434.5,Very High
12560942,Manhattan,Entire home/apt,185,0.0,142,259,434.5,Regular
12561615,Manhattan,Private room,98,10.0,68,120,198.0,Regular
12561681,Manhattan,Entire home/apt,399,0.0,142,259,434.5,High
12561755,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
12562075,Manhattan,Private room,80,10.0,68,120,198.0,Regular
12563738,Manhattan,Entire home/apt,376,0.0,142,259,434.5,High
12564287,Bronx,Entire home/apt,99,28.0,80,140,230.0,Regular
12566262,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12566957,Brooklyn,Entire home/apt,91,0.0,105,199,340.0,Low
12567631,Brooklyn,Entire home/apt,60,0.0,105,199,340.0,Low
12567868,Manhattan,Private room,60,10.0,68,120,198.0,Low
12567993,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12568401,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
12568741,Manhattan,Entire home/apt,209,0.0,142,259,434.5,Regular
12581875,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
12582348,Queens,Private room,48,10.0,47,75,117.0,Regular
12583907,Manhattan,Private room,60,10.0,68,120,198.0,Low
12584072,Staten Island,Entire home/apt,165,48.0,75,150,262.5,High
12585015,Manhattan,Entire home/apt,218,0.0,142,259,434.5,Regular
12585126,Manhattan,Entire home/apt,160,0.0,142,259,434.5,Regular
12587017,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12587102,Brooklyn,Private room,53,5.0,50,80,125.0,Regular
12587698,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
12590077,Brooklyn,Entire home/apt,280,0.0,105,199,340.0,High
12590964,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12591059,Brooklyn,Entire home/apt,800,0.0,105,199,340.0,Very High
12592427,Queens,Entire home/apt,99,10.0,90,168,285.0,Regular
12593389,Manhattan,Entire home/apt,120,0.0,142,259,434.5,Low
12594614,Manhattan,Private room,70,10.0,68,120,198.0,Regular
12598128,Manhattan,Entire home/apt,235,0.0,142,259,434.5,Regular
12598446,Manhattan,Entire home/apt,275,0.0,142,259,434.5,High
12600198,Queens,Private room,86,10.0,47,75,117.0,High
12600583,Manhattan,Shared room,49,10.0,49,89,149.0,Regular
12600938,Manhattan,Private room,85,10.0,68,120,198.0,Regular
12601401,Queens,Entire home/apt,125,10.0,90,168,285.0,Regular
12601807,Manhattan,Private room,85,10.0,68,120,198.0,Regular
12601900,Brooklyn,Entire home/apt,70,0.0,105,199,340.0,Low
12602212,Brooklyn,Private room,60,5.0,50,80,125.0,Regular
12602408,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12604187,Manhattan,Entire home/apt,218,0.0,142,259,434.5,Regular
12606349,Manhattan,Entire home/apt,135,0.0,142,259,434.5,Low
12606676,Brooklyn,Private room,120,5.0,50,80,125.0,High
12609695,Queens,Private room,55,10.0,47,75,117.0,Regular
12611122,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12619450,Brooklyn,Entire home/apt,75,0.0,105,199,340.0,Low
12621050,Manhattan,Private room,43,10.0,68,120,198.0,Low
12622115,Manhattan,Entire home/apt,115,0.0,142,259,434.5,Low
12622845,Queens,Private room,60,10.0,47,75,117.0,Regular
12623332,Brooklyn,Entire home/apt,160,0.0,105,199,340.0,Regular
12624890,Manhattan,Shared room,39,10.0,49,89,149.0,Low
12625113,Manhattan,Private room,45,10.0,68,120,198.0,Low
12625717,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12625934,Manhattan,Private room,25,10.0,68,120,198.0,Low
12626567,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
12626663,Manhattan,Entire home/apt,125,0.0,142,259,434.5,Low
12628500,Queens,Private room,67,10.0,47,75,117.0,Regular
12629865,Brooklyn,Private room,52,5.0,50,80,125.0,Regular
12630337,Manhattan,Entire home/apt,110,0.0,142,259,434.5,Low
12630697,Brooklyn,Entire home/apt,177,0.0,105,199,340.0,Regular
12630799,Queens,Private room,25,10.0,47,75,117.0,Low
12641611,Brooklyn,Entire home/apt,175,0.0,105,199,340.0,Regular
12642845,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12643171,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12643924,Brooklyn,Private room,41,5.0,50,80,125.0,Low
12644989,Manhattan,Entire home/apt,185,0.0,142,259,434.5,Regular
12645495,Queens,Entire home/apt,175,10.0,90,168,285.0,High
12645769,Manhattan,Private room,40,10.0,68,120,198.0,Low
12648471,Brooklyn,Entire home/apt,135,0.0,105,199,340.0,Regular
12649685,Brooklyn,Entire home/apt,195,0.0,105,199,340.0,Regular
12650830,Brooklyn,Private room,30,5.0,50,80,125.0,Low
12650991,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12651245,Brooklyn,Private room,40,5.0,50,80,125.0,Low
12652765,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12652786,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12652833,Manhattan,Private room,100,10.0,68,120,198.0,Regular
12652939,Brooklyn,Private room,65,5.0,50,80,125.0,Regular
12652964,Brooklyn,Private room,250,5.0,50,80,125.0,Very High
12653674,Manhattan,Entire home/apt,136,0.0,142,259,434.5,Low
12655465,Manhattan,Entire home/apt,180,0.0,142,259,434.5,Regular
12655523,Brooklyn,Private room,55,5.0,50,80,125.0,Regular
12655931,Queens,Private room,65,10.0,47,75,117.0,Regular
12656371,Brooklyn,Entire home/apt,225,0.0,105,199,340.0,High
12656785,Brooklyn,Private room,99,5.0,50,80,125.0,High
12657039,Brooklyn,Private room,90,5.0,50,80,125.0,High
12657527,Brooklyn,Shared room,20,0.0,30,50,80.0,Low
12657888,Manhattan,Private room,980,10.0,68,120,198.0,Very High
12658099,Manhattan,Private room,100,10.0,68,120,198.0,Regular
12664893,Manhattan,Private room,73,10.0,68,120,198.0,Regular
12665113,Brooklyn,Entire home/apt,380,0.0,105,199,340.0,Very High
12666669,Manhattan,Private room,99,10.0,68,120,198.0,Regular
12669490,Brooklyn,Entire home/apt,105,0.0,105,199,340.0,Regular
12669603,Brooklyn,Private room,35,5.0,50,80,125.0,Low
12670809,Brooklyn,Entire home/apt,200,0.0,105,199,340.0,High
12670883,Brooklyn,Private room,105,5.0,50,80,125.0,High
12671359,Manhattan,Entire home/apt,180,0.0,142,259,434.5,Regular
12672036,Manhattan,Entire home/apt,87,0.0,142,259,434.5,Low
12674423,Brooklyn,Private room,50,5.0,50,80,125.0,Regular
12674934,Manhattan,Private room,69,10.0,68,120,198.0,Regular
12675052,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12675481,Manhattan,Private room,75,10.0,68,120,198.0,Regular
12676400,Queens,Entire home/apt,215,10.0,90,168,285.0,High
12676434,Manhattan,Entire home/apt,150,0.0,142,259,434.5,Regular
12679172,Manhattan,Entire home/apt,100,0.0,142,259,434.5,Low
12679291,Manhattan,Entire home/apt,224,0.0,142,259,434.5,Regular
12680171,Queens,Private room,119,10.0,47,75,117.0,Very High
12681206,Queens,Private room,80,10.0,47,75,117.0,High
12681210,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12681730,Manhattan,Private room,125,10.0,68,120,198.0,High
12681868,Queens,Private room,58,10.0,47,75,117.0,Regular
12683452,Brooklyn,Private room,128,5.0,50,80,125.0,Very High
12684235,Manhattan,Private room,60,10.0,68,120,198.0,Low
12684394,Manhattan,Private room,115,10.0,68,120,198.0,Regular
12684755,Manhattan,Private room,105,10.0,68,120,198.0,Regular
12685482,Manhattan,Private room,69,10.0,68,120,198.0,Regular
12685533,Brooklyn,Private room,76,5.0,50,80,125.0,Regular
12686241,Brooklyn,Private room,45,5.0,50,80,125.0,Low
12687169,Brooklyn,Private room,80,5.0,50,80,125.0,High
12693458,Brooklyn,Private room,75,5.0,50,80,125.0,Regular
12696421,Manhattan,Entire home/apt,200,0.0,142,259,434.5,Regular
12698900,Brooklyn,Private room,89,5.0,50,80,125.0,High
12699413,Brooklyn,Private room,80,5.0,50,80,125.0,High
12700609,Manhattan,Entire home/apt,197,0.0,142,259,434.5,Regular
12702755,Manhattan,Shared room,35,10.0,49,89,149.0,Low
12703851,Brooklyn,Entire home/apt,180,0.0,105,199,340.0,Regular
12704159,Manhattan,Private room,90,10.0,68,120,198.0,Regular
12705155,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
12705303,Manhattan,Entire home/apt,170,0.0,142,259,434.5,Regular
12705519,Manhattan,Entire home/apt,180,0.0,142,259,434.5,Regular
12708671,Manhattan,Entire home/apt,142,0.0,142,259,434.5,Regular
12710376,Queens,Private room,60,10.0,47,75,117.0,Regular
12710904,Manhattan,Private room,98,10.0,68,120,198.0,Regular
12711153,Queens,Private room,40,10.0,47,75,117.0,Low
12711232,Manhattan,Private room,59,10.0,68,120,198.0,Low
12711351,Queens,Private room,40,10.0,47,75,117.0,Low
12713090,Manhattan,Entire home/apt,250,0.0,142,259,434.5,Regular
12713289,Brooklyn,Private room,80,5.0,50,80,125.0,High
12713863,Queens,Private room,50,10.0,47,75,117.0,Regular
12713950,Manhattan,Private room,50,10.0,68,120,198.0,Low
12713995,Queens,Private room,65,10.0,47,75,117.0,Regular
12714891,Manhattan,Entire home/apt,140,0.0,142,259,434.5,Low
12720048,Brooklyn,Private room,47,5.0,50,80,125.0,Low
12723066,Manhattan,Entire home/apt,184,0.0,142,259,434.5,Regular
12725523,Brooklyn,Entire home/apt,139,0.0,105,199,340.0,Regular
12726907,Brooklyn,Entire home/apt,57,0.0,105,199,340.0,Low
12727438,Brooklyn,Entire home/apt,150,0.0,105,199,340.0,Regular
12727779,Brooklyn,Private room,43,5.0,50,80,125.0,Low
12728514,Manhattan,Private room,50,10.0,68,120,198.0,Low
12730083,Queens,Entire home/apt,250,10.0,90,168,285.0,High
12730434,Brooklyn,Entire home/apt,125,0.0,105,199,340.0,Regular
